wavs/segment_0000.wav|Hey Jan, just wanted to run through these definitions with you quick. I'll show you|target_voice
wavs/segment_0001.wav|how the inputs work and what all the parameters do. So let's first start off by, I'm going to|target_voice
wavs/segment_0002.wav|disable the kangaroo solver and what I'll do is run through the bug that you were finding in the|target_voice
wavs/segment_0003.wav|previous version. So essentially what it is, let me turn off the intersections as well. Okay,|target_voice
wavs/segment_0004.wav|so you know how we have this billowing effect where it's essentially taking the middle node|target_voice
wavs/segment_0005.wav|of the arc and increasing the Z value. So what happens is if this gets too high of a value,|target_voice
wavs/segment_0007.wav|here, bring it up. What you'll see is that the billow, the arc that's being created is actually|target_voice
wavs/segment_0008.wav|exceeding the ceiling of the cones. And so what happens is we get multiple intersections and it|target_voice
wavs/segment_0009.wav|sort of just breaks everything. So what I have this set to is a lower number. I've got the limit|target_voice
wavs/segment_0010.wav|set to 1500.|target_voice
wavs/segment_0011.wav|And it may have to be lower than that. I haven't tested all of the possible variables, but what we|target_voice
wavs/segment_0012.wav|want to make sure of is that this doesn't exceed the top. So we don't get multiple intersections.|target_voice
wavs/segment_0013.wav|So given these values, I can turn the intersection back on and it takes just a moment for it to|target_voice
wavs/segment_0014.wav|calculate.|target_voice
wavs/segment_0015.wav|Okay.|target_voice
wavs/segment_0016.wav|So I'm going to go ahead and run this.|target_voice
wavs/segment_0017.wav|Okay.|target_voice
wavs/segment_0018.wav|So I'm going to go ahead and run this.|target_voice
wavs/segment_0019.wav|Okay.|target_voice
wavs/segment_0020.wav|So I'm going to go ahead and run this.|target_voice
wavs/segment_0021.wav|Okay.|target_voice
wavs/segment_0022.wav|Okay.|target_voice
wavs/segment_0023.wav|Okay.|target_voice
wavs/segment_0024.wav|Okay.|target_voice
wavs/segment_0025.wav|Okay.|target_voice
wavs/segment_0026.wav|Okay.|target_voice
wavs/segment_0027.wav|Okay.|target_voice
wavs/segment_0028.wav|Okay.|target_voice
wavs/segment_0029.wav|Alright.|target_voice
wavs/segment_0030.wav|And you'll see we have straight pipes with doubly curved surfaces that are being created between the|target_voice
wavs/segment_0031.wav|intersections and the pipes.|target_voice
wavs/segment_0032.wav|So I changed this up a little bit.|target_voice
wavs/segment_0033.wav|I actually,|target_voice
wavs/segment_0035.wav|these this whole thing out separately so that each cone has all of its own surfaces in in one cluster|target_voice
wavs/segment_0036.wav|so then this cluster if you double click inside of that this is all the functionality that's that's|target_voice
wavs/segment_0037.wav|creating the the intersections and those resulting surfaces and then when you're done you can just|target_voice
wavs/segment_0038.wav|or after you click into a cluster the way to get out of it is just go file and then save and return|target_voice
wavs/segment_0039.wav|and it'll save whatever changes you made to the cluster and return back to the original document|target_voice
wavs/segment_0040.wav|and another way to do it if you're in the cluster you can go up here and then just|target_voice
wavs/segment_0041.wav|close the cluster if there are if you don't want to see the changes|target_voice
wavs/segment_0042.wav|close the cluster and you get back to the main document and then one thing to note is that if|target_voice
wavs/segment_0043.wav|you change this cluster it's going to also change all of these because they're they're linked it's|target_voice
wavs/segment_0044.wav|basically a copy of the of this instance of one of these instances and then i also used a cluster|target_voice
wavs/segment_0045.wav|over here in the kangaroo solver so i'll jump inside here and this is the the kangaroo solver|target_voice
wavs/segment_0046.wav|the way that that it works is it has a a main component|target_voice
wavs/segment_0047.wav|right here this is the solver and then you have all of these uh these goals that you're trying to|target_voice
wavs/segment_0048.wav|try to set so this one is just telling the solver that you're you're going to preview the mesh|target_voice
wavs/segment_0049.wav|this one's going to smooth the mesh this one is a constraint for the the|target_voice
wavs/segment_0050.wav|the edges of of the mesh basically the triangles that are you know creating the mesh and then this|target_voice
wavs/segment_0051.wav|is a component that keeps all of the points at the seaplane this one is an anchor around the|target_voice
wavs/segment_0052.wav|perimeter so that the when you give pressure to the um to the surface it doesn't escape the the|target_voice
wavs/segment_0053.wav|perimeter and then this is the actual pressure that we're adding to to inflate the surface|target_voice
wavs/segment_0054.wav|whether you need to рoom in a dom formal or ufo type way to do that|target_voice
wavs/segment_0055.wav|you can customize a little bit more about the juxtaposition and the|target_voice
wavs/segment_0056.wav|whateverxtans and friction and the so a really interesting way to do this is when you open up|target_voice
wavs/segment_0057.wav|a spacer it starts with three places so the first one is in here that we're notinnflation|target_voice
